,"	Regional Hospital ",Facility_Name,"	Distance to Reg Hosp ",Maina...Facility.name,Fac.NAME,Admin1,Facility.name,Facility.type,Ownership,LL.source,Lat,Long,FacLong,FacLat,Source,geometry...longitude,geometry.latitude,UnitId,UnitType,UnitTypeName,TypeMainaOverGhana,FacilitySwitch,MainaSwitch,NewFacilityTypes,UnitTypeNaFac,LvlId,Region,CODE,NAME,COMMENT,CODE_1,NAME_1,NEAR_FID,NEAR_DIST,Facility_Name,Longitude,Latitude,geometry,Region,District,Town,facilityID,Xpert,dummy
305,Volta Regional Hospital,ST. PATRICK'S HOSPITAL,0.442666,NA,ST. PATRICK'S HOSPITAL,NA,NA,NA,NA,NA,NA,NA,0.28712,6.99852,fac,c(0.287120000030866,6.99851999964366),GHH01553,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009004000000000000,GHP009,1553,ST. PATRICK'S HOSPITAL,KPANDO,98,Kpando,-1,-1,ST. PATRICK'S HOSPITAL,0.28712,6.99852,c(0.287120000030866  6.99851999964366),VOLTA,KPANDO MUNICIPAL,,842,no,0
306,Volta Regional Hospital,ST. PAUL S CLINIC,0.571956,NA,ST. PAUL S CLINIC,NA,NA,NA,NA,NA,NA,NA,0.80271,6.12708,fac,c(0.802710000407221,6.12707999992987),GHH01503,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009008000000000000,GHP009,1503,ST. PAUL S CLINIC,AKATSI,13,Akatsi,-1,-1,ST. PAUL S CLINIC,0.80271,6.12708,c(0.802710000407221  6.12707999992987),VOLTA,AKATSI SOUTH,,646,no,0
329,Volta Regional Hospital,TQM HOSPITAL,0.694881,NA,TQM HOSPITAL,NA,NA,NA,NA,NA,NA,NA,-0.13293,6.92152,fac,c(-0.132929999899851,6.92152000007193),GHH02195,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP004005000000000000,GHP004,2195,TQM HOSPITAL,MAMPONG,7,Afram Plains,-1,-1,TQM HOSPITAL,-0.13293,6.92152,c(-0.132929999899851  6.92152000007193),EASTERN,KWAHU AFRAM PLAINS NORTH,,434,no,0
350,Volta Regional Hospital,Worawora Hospital,0.921378,Worawora Hospital,WORAWORA HOSPITAL,Volta,Worawora Hospital,Hospital,MoH,GPS,7.514483,0.375783,0.37307,7.5168,both,c(0.373069999728295,7.51679999977899),GHH01523,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009010000000000000,GHP009,1523,WORAWORA HOSPITAL,WORAWORA H,73,Kadjebi,-1,-1,Worawora Hospital,0.37307,7.5168,c(0.373069999728295  7.51679999977899),OTI,BIAKOYE,,770,no,0
0,Ridge Hospital,Ashaiman Polyclinic,0.201339,,,,,Hospital,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Ashaiman Polyclinic,-0.0401,5.68641,,GREATER ACCRA,ASHAIMAN MUNICIPAL,Tsinai-agber,0,no,0
0,Central Regional Hospital,Assin Akonfudi Polyclinic,0.700256,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,Assin Akonfudi Polyclinic,-1.31086,5.83202,,CENTRAL,ASSIN NORTH,Akonfudi,0,no,0
0,Ridge Hospital,Swedru Government District Hospital,0.132237,,,,,Hospital,,,,,,,Other,,,,,,,,,District Hospital,,,,,,,,,,,Swedru Government District Hospital,-0.069259,5.53533,,CENTRAL,AGONA WEST MUNICIPAL,Swedru,0,no,0
0,Tamale Regional Hospital,Abu Gausu Memorial Hospital,0.0668889,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,Abu Gausu Memorial Hospital,-0.87521,9.450629,,NORTHERN,SAGNERIGU,Choggu,0,no,0
0,Ridge Hospital,Ga East Municipal Hospital,0.170955,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,Ga East Municipal Hospital,-0.2,5.73333,,GREATER ACCRA,GA EAST,Abokobi,0,no,0
0,Tamale Regional Hospital,Assemblies of God Hospital,1.19697,,,,,Hospital,,,,,,,Other,,,,,,,,,District Hospital,,,,,,,,,,,Assemblies of God Hospital,0.32222,9.7175,,NORTHERN,SABOBA,Saboba,0,no,0
0,Tamale Regional Hospital,Matthias Hospital- Yeji,1.19696,,,,,Hospital,,,,,,,Other,,,,,,,,,District Hospital,,,,,,,,,,,Matthias Hospital- Yeji,-0.65,8.21667,,BONO EAST,PRU EAST,Yeji,0,no,0
0,Tamale Regional Hospital,Tatale Polyclinic,1.34298,,,,,Hospital,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Tatale Polyclinic,0.51084,9.42975,,NORTHERN,TATALE SANGULI,Tatale,0,no,0
8172,REGIONAL HOSPITA KOFORIDUA,St Joseph's (new Juabeng) Hospital,0.0143383,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Hospital,,,,,,,,,,,St Joseph's (new Juabeng) Hospital,-0.270643,6.1016,,EASTERN,NEW JUABEN NORTH MUNICIPAL,Effiduase(Eastern),8172,no,0
4467,Effia Nkwanta Regional Hospital,Kwesimintim Hospital,0.0396236,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Kwesimintim Hospital,-1.78233,4.91278,,WESTERN,EFFIA KWESIMINTSIM MUNICIPAL,Kwesimintim,4467,no,0
0,Central Regional Hospital,First Class Hospital,0.484575,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,First Class Hospital,-1.23333,5.61667,,CENTRAL,ASSIN SOUTH,Nsuta (Assin),0,no,0
0,Ridge Hospital,Salvation Army Polyclinic,0.13055,,,,,Hospital,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Salvation Army Polyclinic,-0.079185,5.61491,,CENTRAL,AGONA EAST,Duakwa/Mensakrom,0,no,0
7381,Ridge Hospital,Prampram Polyclinic,0.344353,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Prampram Polyclinic,0.111193,5.71253,,GREATER ACCRA,NINGO/PRAMPRAM,Prampram,7381,no,0
5383,Upper West Regional Hospital,Gwollu Hospital,0.966801,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Gwollu Hospital,-2.22294,10.9822,,UPPER WEST,SISSALA WEST,Gwollu,5383,no,0
0,Kumasi South Government Regional Hospital,AGA Health Foundation Hospital,0.472577,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,AGA Health Foundation Hospital,-1.65926,6.18586,,ASHANTI,OBUASI EAST,Kwabrafoso,0,no,0
3827,Kumasi South Government Regional Hospital,KNUST Hospital,0.0494418,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Hospital,,,,,,,,,,,KNUST Hospital,-1.54775,6.68536,,ASHANTI,OFORIKROM MUNICIPAL,Oforikrom,3847,no,0
3776,Kumasi South Government Regional Hospital,Namong SDA Hospital,0.329266,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Namong SDA Hospital,-1.68333,6.96667,,ASHANTI,OFFINSO MUNICIPAL,Anyinasuso,3776,no,0
0,Kumasi South Government Regional Hospital,Kumasi Children's Hospital,0.0219809,,,,,Hospital,,,,,,,Other,,,,,,,,,District Hospital,,,,,,,,,,,Kumasi Children's Hospital,-1.60465,6.66177,,ASHANTI,ASOKWA  MUNICIPAL,Asokwa,0,no,0
0,Ridge Hospital,Ga North Municipal Hospital,0.110893,,,,,Hospital,,,,,,,Other,,,,,,,,,District Hospital,,,,,,,,,,,Ga North Municipal Hospital,-0.26667,5.65,,GREATER ACCRA,GA NORTH MUNICIPAL,Ofankor,0,no,0
0,Ridge Hospital,LEA Polyclinic,0.0871468,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,LEA Polyclinic,-0.11223,5.57322,,GREATER ACCRA,KROWOR MUNICIPAL,Teshie,0,no,0
4035,Kumasi South Government Regional Hospital,Tarkwa Maakro Hospital,0.0804929,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Tarkwa Maakro Hospital,-1.63333,6.71667,,ASHANTI,SUAME MUNICIPAL,Tarkwa Maakro,4035,no,0
7557,Ridge Hospital,Weija-Gbawe Municipal Hospital,0.0909339,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Bortianor Polyclinic,-0.289588,5.56527,,GREATER ACCRA,WEIJA GBAWE MUNICIPAL,Weija,7557,no,0
6874,Ridge Hospital,Maamobi General Hospital,0.0376425,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Maamobi General Hospital,-0.2,5.6,,GREATER ACCRA,AYAWASO NORTH MUNICIPAL,Maamobi West,6874,no,0
5778,Tamale Regional Hospital,Buipe Polyclinic,0.933866,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Buipe Polyclinic,-1.53333,8.78333,,SAVANNAH,CENTRAL GONJA,Buipe,5778,no,0
10354,Kumasi South Government Regional Hospital,Kyei Memorial Hospital,0.0496977,,,,,Hospital,,,,,,,whitepages,,,,,,,,,Hospital,,,,,,,,,,,Kyei Memorial Hospital,-1.61002,6.69529,,ASHANTI,ASOKORE MAMPONG MUNICIPAL,Akwatialine,10354,no,0
3947,Kumasi South Government Regional Hospital,Kumawu Government Polyclinic,0.38997,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kumawu Government Polyclinic,-1.28333,6.9,,ASHANTI,SEKYERE KUMAWU,Kumawu,3947,no,0
10486,Kumasi South Government Regional Hospital,St. John Clinic,0.733452,,,,,Hospital,,,,,,,whitepages,,,,,,,,,Hospital,,,,,,,,,,,St. John Clinic,-1.92338,6.00194,,CENTRAL,UPPER DENKYIRA WEST,Nkotomso,10486,no,0
10529,REGIONAL HOSPITA KOFORIDUA,Akosombo VRA Hospital,0.364706,,,,,Hospital,,,,,,,whitepages,,,,,,,,,District Hospital,,,,,,,,,,,Akosombo VRA Hospital,0.07077,6.25618,,EASTERN,ASUOGYAMAN,Akosombo,10529,no,0
8409,REGIONAL HOSPITA KOFORIDUA,Klo-Agogo(Yilo Krobo) Polyclinic,0.155254,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Hospital,,,,,,,,,,,Klo-Agogo(Yilo Krobo) Polyclinic,-0.226347,6.2488,,EASTERN,YILO KROBO MUNICIPAL,Agogo(Eastern),8409,no,0
8765,Ridge Hospital,Potsin Polyclinic,0.416738,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Potsin Polyclinic,-0.6,5.45,,CENTRAL,GOMOA EAST,Potsen,8765,no,0
0,Ridge Hospital,St Gregory Catholic Hospital,0.277624,,,,,Hospital,,,,,,,Other,,,,,,,,,Hospital,,,,,,,,,,,St Gregory Catholic Hospital,-0.4738,5.52503,,CENTRAL,GOMOA EAST,Buduburam,0,no,0
7575,REGIONAL HOSPITA KOFORIDUA,New Tafo Government Hospital,0.162459,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,New Tafo Government Hospital,-0.36667,6.21667,,EASTERN,ABUAKWA NORTH,Tafo,7575,no,0
10150,Volta Regional Hospital,Kpedze  Polyclinic,0.244867,,,,,Hospital,,,,,,,osm,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kpedze  Polyclinic,0.504077,6.84621,,VOLTA,HO WEST,Aflime,10150,no,0
5j038,Volta Regional Hospital,Likpe Bakua Polyclinic,0.593445,,,,,Hospital,,,,,,,osm,,,,,,,,,Hospital,,,,,,,,,,,Likpe Bakua Polyclinic,0.607391,7.18267,,VOLTA,HOHOE MUNICIPAL,Likpe,5038,no,0
10773,Kumasi South Government Regional Hospital,Nkawie-Toase Governmental Hospital,0.169733,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Nkawie-Toase Governmental Hospital,-1.73073,6.73905,,ASHANTI,ATWIMA NWABIAGYA SOUTH,Nkawie,10773,no,0
7063,Ridge Hospital,Amanfro Polyclinic,0.153104,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Amanfro Polyclinic,-0.2979,5.679,,GREATER ACCRA,GA SOUTH MUNICIPAL,Amanfrom,7063,no,0
6896,Ridge Hospital,University Hospital Legon,0.0889581,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,University Hospital Legon,-0.18333,5.65,,GREATER ACCRA,AYAWASO WEST,Legon,6896,no,0
8660,Ridge Hospital,Kasoa Polyclinic,0.219866,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kasoa Polyclinic,-0.41679,5.53449,,CENTRAL,AWUTU SENYA EAST,Kasoa,8660,no,0
0,Central Regional Hospital,Narkwa Polyclinic,0.363669,,,,,Hospital,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Narkwa Polyclinic,-0.91487,5.22776,,CENTRAL,EKUMFI,Narkwa,0,no,0
6670,Ridge Hospital,Sege Polyclinic,0.64074,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Sege Polyclinic,0.35946,5.87703,,GREATER ACCRA,ADA WEST,Sege,6670,no,0
10799,REGIONAL HOSPITA KOFORIDUA,Shai Osudoku Hospital,0.408329,,,,,Hospital,,,,,,,WHO-TIME,,,,,,,,,District Hospital,,,,,,,,,,,Shai Osudoku Hospital,0.09238,5.88561,,GREATER ACCRA,SHAI OSUDOKU,Dodowa,10799,no,0
5857,Upper West Regional Hospital,Sawla Polyclinc,0.776319,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Sawla Polyclinc,-2.41667,9.28333,,SAVANNAH,SAWLA-TUNA-KALBA,Sawla,5857,no,0
5251,Upper West Regional Hospital,Lambussie Polyclinic,0.803712,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Lambussie Polyclinic,-2.7,10.8333,,UPPER WEST,LAMBUSSIE-KARNI,Lambusie,5251,no,0
6405,Bolgatanga Regional Hospital,Chereponi Government Hospital,1.31406,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Chereponi Government Hospital,0.28806,10.1342,,NORTHERN EAST,CHEREPONI,Chereponi,6405,no,0
6723,Ridge Hospital,Ogbojo Polyclinic,0.123084,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Ogbojo Polyclinic,-0.13333,5.66667,,GREATER ACCRA,ADENTA MUNICIPAL,Nii Ashale,6723,no,0
7289,Ridge Hospital,Madina Polyclinic (Kekele),0.125119,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,District Hospital,,,,,,,,,,,Madina Polyclinic (Kekele),-0.16667,5.68333,,GREATER ACCRA,LA-NKWANTANANG-MADINA,Madina,7289,no,0
10806,Tamale Regional Hospital,Zabzugu District Hospital,1.20411,,,,,Hospital,,,,,,,WHO-TIME,,,,,,,,,District Hospital,,,,,,,,,,,Zabzugu District Hospital,0.36667,9.28333,,NORTHERN,ZABZUGU,Zabzugu,10806,no,0
3970,Kumasi South Government Regional Hospital,Agona Government Hospital,0.29855,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Hospital,,,,,,,,,,,Agona Government Hospital,-1.48333,6.93333,,ASHANTI,SEKYERE SOUTH,Agona,3970,no,0
10775,Kumasi South Government Regional Hospital,Ejisu Government Hospital,0.133339,,,,,Hospital,,,,,,,WHO-TIME,,,,,,,,,District Hospital,,,,,,,,,,,Ejisu Government Hospital,-1.4703,6.721,,ASHANTI,EJISU MUNICIPAL,Ejisu,10775,no,0
8200,REGIONAL HOSPITA KOFORIDUA,Koforidua Poly Clinic,0.0151278,,,,,Hospital,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Koforidua Poly Clinic,-0.25,6.08333,,EASTERN,NEW JUABEN SOUTH MUNICIPAL,Koforidua 1,8200,no,0
1513,Sunyani Regional Hospital,Pokukrom Health Centre,0.497056,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Pokukrom Health Centre,-1.95239,7.00378,,ASHANTI,AHAFO ANO SOUTH EAST,Pokukrom,1513,no,0
0,Sunyani Regional Hospital,Oforikrom (Techiman) Health Centre,0.514798,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Oforikrom (Techiman) Health Centre,-1.86461,7.59537,,BONO EAST,TECHIMAN MUNICIPAL,Oforikrom,0,no,0
4081,Sunyani Regional Hospital,Jinjini Health Centre,0.347325,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Jinjini Health Centre,-2.65,7.43333,,BONO,BEREKUM WEST,Gyenegyene,4081,no,0
0,Sunyani Regional Hospital,Botokrom Health Center,0.471624,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Botokrom Health Center,-2.75183,7.52041,,BONO,BEREKUM WEST,Botokrom,0,no,0
2169,Bolgatanga Regional Hospital,Binaba Health Centre,0.364912,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Binaba Health Centre,-0.48572,10.7617,,UPPER EAST,BAWKU WEST,Binaba,2169,no,0
0,Central Regional Hospital,Obuasi Oguaa Health Centre,0.534524,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Obuasi Oguaa Health Centre,-0.81467,5.41954,,CENTRAL,GOMOA CENTRAL,Obuasi,0,no,0
8262,REGIONAL HOSPITA KOFORIDUA,Adukrom Health Centre,0.19137,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Adukrom Health Centre,-0.08333,6.01667,,EASTERN,OKERE,Adukrom,8262,no,0
6179,Tamale Regional Hospital,Nanton Health Centre,0.183152,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Nanton Health Centre,-0.72971,9.5518,,NORTHERN,NANTON,Nanton,6179,no,0
0,Tamale Regional Hospital,Janjori-Kukuo Health Centre,0.127112,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Janjori-Kukuo Health Centre,-0.82894,9.52682,,NORTHERN,NANTON,Nanton,0,no,0
6477,Bolgatanga Regional Hospital,Nasuan Health Centre,0.742609,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Nasuan Health Centre,-0.16667,10.5,,NORTHERN EAST,YUNYOO-NASUAN,Nasuan,6477,no,0
0,Bolgatanga Regional Hospital,Gbingbani Health Centre,0.779141,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Gbingbani Health Centre,-0.18368,10.38736,,NORTHERN EAST,YUNYOO-NASUAN,Gbingbani,0,no,0
0,Bolgatanga Regional Hospital,Gambibgo Health Centre,0.763227,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Gambibgo Health Centre,-0.086972,10.75626,,UPPER EAST,BOLGA  EAST,Gambibgo,0,no,0
5737,Bolgatanga Regional Hospital,Bugri Health Centre,0.741067,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Bugri Health Centre,-0.13333,10.9833,,UPPER EAST,TEMPANE,Bugri,5737,no,0
5837,Tamale Regional Hospital,Kpalbe Health Centre,0.399425,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kpalbe Health Centre,-0.55,9.11667,,SAVANNAH,NORTH EAST GONJA,Kpalbe,5837,no,0
797,Tamale Regional Hospital,KPASSA HEALTH CENTRE,1.45929,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,KPASSA HEALTH CENTRE,0.31394,8.49597,,OTI,NKWANTA NORTH,Kpasa,797,no,0
9219,Kumasi South Government Regional Hospital,Anyinofi Health Centre,1.12258,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Health Centre,,,,,,,,,,,Anyinofi Health Centre,-0.77045,7.42528,,ASHANTI,SEKYERE AFRAM PLAINS NORTH,,9219,no,0
0,Kumasi South Government Regional Hospital,Dawia Health Center,0.818179,,,,,Health Centre,,,,,,,Other,,,,,,,,,Alt District Hospital,,,,,,,,,,,Dawia Health Center,-0.91785,7.12656,,ASHANTI,SEKYERE AFRAM PLAINS NORTH,Dawia,0,no,0
4036,Sunyani Regional Hospital,Banda Ahenkro Health Centre,0.919327,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Banda Ahenkro Health Centre,-2.38095,8.2615,,BONO,BANDA,Banda Ahenkro,4036,no,0
10473,Sunyani Regional Hospital,Aworowa Health Centre,0.408612,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Aworowa Health Centre,-2.01215,7.61979,,BONO EAST,TECHIMAN NORTH,Aworowa,10473,no,0
1701,Sunyani Regional Hospital,Kenyasi Health Centre,0.376129,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Kenyasi Health Centre,-2.3857,6.97533,,AHAFO,ASUTIFI NORTH,Kenyasi,1701,no,0
1758,Volta Regional Hospital,Bassa Health Centre,1.48691,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Bassa Health Centre,-0.40995,7.79016,,BONO EAST,SENE EAST,Bassa,1758,no,0
1984,Tamale Regional Hospital,TATALE HC,1.36183,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,TATALE HC,0.52957,9.36439,,NORTHERN,TATALE SANGULI,Bodere,1984,no,0
9521,REGIONAL HOSPITA KOFORIDUA,Abetifi Health Centre,0.758244,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Alt District Hospital,,,,,,,,,,,Abetifi Health Centre,-0.74484,6.67727,,EASTERN,KWAHU EAST,Abetifi,9521,no,0
6444,Bolgatanga Regional Hospital,Kubori Health Centre,0.788936,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Kubori Health Centre,-1.28528,10.1347,,NORTHERN EAST,MAMPRUGU MOAGDURI,Kubori,6444,no,0
2004,Tamale Regional Hospital,KUMBUNGU HC,0.185858,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,KUMBUNGU HC,-0.94233,9.54916,,NORTHERN,KUMBUNGU,Kumbungu,2004,no,0
1999,Tamale Regional Hospital,TOLON,0.222224,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,TOLON,-1.05236,9.42688,,NORTHERN,TOLON,Dingoni,1999,no,0
1963,Tamale Regional Hospital,Jimle Health Centre,0.349,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Jimle Health Centre,-0.4828,9.40029,,NORTHERN,MION,Jimle,1963,no,0
5817,Tamale Regional Hospital,Bawena Health Centre,0.812586,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Bawena Health Centre,-1.63333,9.53333,,SAVANNAH,NORTH GONJA,Bawena,5817,no,0
7876,REGIONAL HOSPITA KOFORIDUA,Awisa Health Centre,0.788867,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Awisa Health Centre,-1.01667,5.88333,,EASTERN,BIRIM SOUTH,Akim Swedru,7876,no,0
9769,Bolgatanga Regional Hospital,Doninga Health Centre,0.602748,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Health Centre,,,,,,,,,,,Doninga Health Centre,-1.42572,10.6159,,UPPER EAST,BUILSA SOUTH,Doninga,9769,no,0
3085,Kumasi South Government Regional Hospital,Manso Nkwanta Health Centre,0.35173,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Health Centre,,,,,,,,,,,Manso Nkwanta Health Centre,-1.88333,6.46667,,ASHANTI,AMANSIE WEST,Manso Nkwanta,3085,no,0
7691,REGIONAL HOSPITA KOFORIDUA,Abenase Health Centre,0.782133,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Abenase Health Centre,-1.03333,6,,EASTERN,AKYEM MANSA,Abenase,7691,no,0
2313,Bolgatanga Regional Hospital,NANGODI KONGO HEALTH CENTRE,0.200904,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,NANGODI KONGO HEALTH CENTRE,-0.66135,10.8631,,UPPER EAST,NABDAM,Annabisi,2313,no,0
1103,Sunyani Regional Hospital,AKOTOMBRA  HEALTH  CENTRE,1.40422,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,AKOTOMBRA  HEALTH  CENTRE,-2.86616,6.05341,,WESTERN NORTH,SEFWI AKONTOMBRA,Akontombra,1103,no,0
2112,Upper West Regional Hospital,Bussie Health Centre,0.435337,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Bussie Health Centre,-2.50068,10.4907,,UPPER WEST,DAFFIAMA BUSSIE ISSA,Bussie,2112,no,0
9526,Ridge Hospital,Adeiso Health Centre,0.376355,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Health Centre,,,,,,,,,,,Adeiso Health Centre,-0.49067,5.79986,,EASTERN,UPPER WEST AKIM,Adeiso,9526,no,0
7812,REGIONAL HOSPITA KOFORIDUA,Amanase Health Centre,0.209439,,,,,Health Centre,,,,,,,DHIMS-10k,,,,,,,,,Alt District Hospital,,,,,,,,,,,Amanase Health Centre,-0.43333,5.98333,,EASTERN,AYENSUANO,Amanase,7812,no,0
267,Central Regional Hospital,Manso Health Centre,0.403077,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Alt District Hospital,,,,,,,,,,,Manso Health Centre,-1.16766,5.52409,,CENTRAL,ASSIN SOUTH,Achiasi,267,no,0
0,Volta Regional Hospital,Asanyanso Health Centre,0.808803,,,,,Health Centre,,,,,,,Other,,,,,,,,,Health Centre,,,,,,,,,,,Asanyanso Health Centre,-0.25254,6.93586,,EASTERN,KWAHU AFRAM PLAINS SOUTH,Asanyanso,0,no,0
221,Ridge Hospital,Nsaaba Duakwa Health Centre,0.531773,,,,,Health Centre,,,,,,,Ernest,,,,,,,,,Health Centre,,,,,,,,,,,Nsaaba Duakwa Health Centre,-0.72601,5.63113,,CENTRAL,AGONA EAST,Achemfo,221,no,0
9606,REGIONAL HOSPITA KOFORIDUA,Pakro Health Centre,0.20074,,,,,Health Centre,,,,,,,Maina,,,,,,,,,Health Centre,,,,,,,,,,,Pakro Health Centre,-0.319083,5.90568,,EASTERN,AKWAPEM SOUTH,Abrimso,9606,no,0
